FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION
2017-09-26,2017-09-27,20.0,AMAZON UK MARKETPLACE,800-279-6620,20.0,GBP,1.0
2017-09-26,2017-09-27,20.0,AMAZON UK MARKETPLACE,800-279-6620,20.0,GBP,1.0
2017-09-26,2017-09-27,17.35,AMAZON UK MARKETPLACE,800-279-6620,17.35,GBP,1.0
2017-09-26,2017-09-27,20.0,AMAZON UK MARKETPLACE,800-279-6620,20.0,GBP,1.0
2017-09-26,2017-09-27,13.57,WAITROSE 124,WHETSTONE,13.57,GBP,1.0
2017-09-26,2017-09-27,3.89,AMAZON UK MARKETPLACE,800-279-6620,3.89,GBP,1.0
2017-09-26,2017-09-27,0.96,AMAZON UK MARKETPLACE,800-279-6620,0.96,GBP,1.0
2017-09-26,2017-09-27,0.96,AMAZON UK MARKETPLACE,800-279-6620,0.96,GBP,1.0
2017-09-27,2017-09-28,25.4,MARKS&SPENCER PLC SF,WHETSTONES,25.4,GBP,1.0
2017-09-28,2017-09-29,57.98,AMAZON.CO.UK,AMAZON.CO.UK,57.98,GBP,1.0
2017-01-10,2017-03-10,5.0,CREATESEND/COM,SYDNEY,5.0,GBP,1.0
2017-08-09,2017-11-09,22.49,ARGOS LTD,EDGWARE,22.49,GBP,1.0
2017-09-27,2017-09-28,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-09-14,2017-09-15,26.25,SAINSBURYS SACAT 0124,BARNET,26.25,GBP,1.0
2017-02-09,2017-04-09,26.99,AMAZON.CO.UK,AMAZON.CO.UK,26.99,GBP,1.0
2017-04-09,2017-05-09,33.89,AMAZON UK MARKETPLACE,800-279-6620,33.89,GBP,1.0
2017-04-09,2017-05-09,97.21,TESCO STORES 6440,LONDON EN8,97.21,GBP,1.0
2017-05-09,2017-06-09,-97.78,TESCO STORES 6440,LONDON EN8,-97.78,GBP,1.0
2017-06-09,2017-07-09,97.16,TESCO STORES 6440,LONDON EN8,97.16,GBP,1.0
2017-06-09,2017-07-09,36.0,AMAZON UK MARKETPLACE,800-279-6620,36.0,GBP,1.0
2017-06-09,2017-07-09,34.95,AMAZON UK MARKETPLACE,800-279-6620,34.95,GBP,1.0
2017-11-09,2017-12-09,55.42,TESCO STORES 6440,LONDON EN8,55.42,GBP,1.0
2017-09-14,2017-09-15,188.8,BT PAY BY PHONE,DURHAM,188.8,GBP,1.0
2017-09-18,2017-09-19,72.91,TESCO STORES 6440,LONDON EN8,72.91,GBP,1.0
2017-09-25,2017-09-26,110.45,TESCO STORES 6440,LONDON EN8,110.45,GBP,1.0
2017-02-10,2017-03-10,113.99,TESCO STORES 6440,LONDON EN8,113.99,GBP,1.0
2017-08-09,2017-11-09,980.0,HMCOURTS-SERVICE.G,08459400111,980.0,GBP,1.0
2017-08-09,2017-11-09,243.0,HMCOURTS-SERVICE.G,08459400111,243.0,GBP,1.0
2017-08-09,2017-11-09,735.0,HMCOURTS-SERVICE.G,08459400111,735.0,GBP,1.0
2017-08-09,2017-11-09,5541.0,HMCOURTS-SERVICE.G,08459400111,5541.0,GBP,1.0
2017-09-27,2017-09-28,1715.0,HMCOURTS-SERVICE.G,0845940111,1715.0,GBP,1.0
2017-09-27,2017-09-28,5811.0,HMCOURTS-SERVICE.G,0845940111,5811.0,GBP,1.0
2017-02-09,2017-04-09,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-01-09,2017-04-09,59.8,AMAZON.CO.UK,AMAZON.CO.UK,59.8,GBP,1.0
2017-06-09,2017-07-09,138.98,AMAZON EU,AMAZON.CO.UK,138.98,GBP,1.0
2017-10-09,2017-11-09,40.0,OYSTER BUS AUTOTOP,0343 2221234,40.0,GBP,1.0
2017-08-09,2017-11-09,-138.98,AMZ AMAZON.CO.UK,AMAZON.CO.UK,-138.98,GBP,1.0
2017-09-20,2017-09-21,585.6,GREEN MAGIC CO,SOUTHAMPTON,585.6,GBP,1.0
2017-09-21,2017-09-22,134.74,AMAZON EU,AMAZON.CO.UK,134.74,GBP,1.0
2017-09-27,2017-09-28,83.86,AMAZON.CO.UK,AMAZON.CO.UK,83.86,GBP,1.0
2017-09-28,2017-09-29,9.0,OYSTER RENEW WEB,0343 2221234,9.0,GBP,1.0
2017-02-10,2017-03-10,20.0,OYSTER RENEW WEB,0343 2221234,20.0,GBP,1.0
2017-02-10,2017-03-10,20.0,OYSTER RENEW WEB,0343 2221234,20.0,GBP,1.0
2017-04-09,2017-05-09,7.0,TESCO DELIVERY SAVER2,01707298000,7.0,GBP,1.0
2017-09-18,2017-09-19,145.2,WWW.FOUNDATION STAGE,LEWES,145.2,GBP,1.0
2017-09-27,2017-09-28,39.7,TICKETOFFICESALE,FARNBOROUGH,39.7,GBP,1.0
2017-09-27,2017-09-28,8.5,RINGOPARKBYPHONE,SOUTH WEST TR,8.5,GBP,1.0
2017-07-09,2017-08-09,17.0,AA EUROPEAN BREAKDOWN,08000723279,17.0,GBP,1.0
2017-10-09,2017-11-09,8.0,ELSTREE CAR VALETI,BOREHAMWOOD,8.0,GBP,1.0
2017-08-09,2017-11-09,1.99,MCDONALDS,LONDON  N16,1.99,GBP,1.0
2017-09-13,2017-09-14,24.98,HALFORDS 0370,BOREHAMWOOD,24.98,GBP,1.0
2017-09-17,2017-09-18,27.49,BP VAUJOURS,VAUJOURS,30.0,EUR,1.09
2017-09-18,2017-09-19,14.0,ELSTREE CAR VALETI,BOREHAMWOOD,14.0,GBP,1.0
2017-09-18,2017-09-19,0.89,MIDDLESEX UNIVERSITY H,HENDON,0.89,GBP,1.0
2017-09-25,2017-09-26,10.5,BLAKES DRY CLEANER LTD,LONDON N12,10.5,GBP,1.0
2017-09-26,2017-09-27,0.59,MIDDLESEX UNIVERSITY H,HENDON,0.59,GBP,1.0
2017-01-10,2017-02-10,23.64,WAITROSE 670,MILL HILL,23.64,GBP,1.0
2017-09-30,2017-02-10,8.3,PUTNEY PANTRY LTD,LONDON,8.3,GBP,1.0
2017-09-30,2017-02-10,7.3,WANDSWORTH COUNCIL,PARKING,7.3,GBP,1.0
2017-02-10,2017-03-10,8.0,ELSTREE CAR VALETI,BOREHAMWOOD,8.0,GBP,1.0
2017-06-09,2017-08-09,222.0,EYE NETWORK,BRIGHTON,222.0,GBP,1.0
2017-09-22,2017-09-25,150.0,HOLIDAY INNS,LONDON BRENT,150.0,GBP,1.0
2017-09-27,2017-09-28,210.0,WILMINGTON SHARED SERV,WILMINGTON.CO,210.0,GBP,1.0
2017-09-29,2017-02-10,83.26,SAINSBURYS 0513,NTH FINCHLEY,83.26,GBP,1.0
2017-09-14,2017-09-15,31.22,CAMPAIGNMONITOR,SYDNEY,40.0,USD,1.28
2017-09-17,2017-09-19,67.96,CAMPAIGNMONITOR,SYDNEY,89.0,USD,1.31
2017-09-21,2017-09-22,68.0,CAMPAIGNMONITOR,SYDNEY,89.0,USD,1.31
2017-05-09,2017-06-09,353.95,WWW.JOHNLEWIS.COM,03456 049 049,353.95,GBP,1.0
2017-06-09,2017-07-09,38.99,AMAZON UK MARKETPLACE,800-279-6620,38.99,GBP,1.0
2017-06-09,2017-07-09,159.6,WWW.ELECTRICALDIRECT.C,INTERNET,159.6,GBP,1.0
2017-06-09,2017-07-09,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1.0
2017-07-09,2017-08-09,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1.0
2017-11-09,2017-12-09,377.98,HTTP://WWW.GALATENT.CO,07866891107,377.98,GBP,1.0
2017-11-09,2017-12-09,3.0,L B BARNET PARKING,LONDON,3.0,GBP,1.0
2017-12-09,2017-09-13,38.78,TESCO STORE 2122,BRENT PARK,38.78,GBP,1.0
2017-04-09,2017-05-09,318.99,AO RETAIL LIMITED,.,318.99,GBP,1.0
2017-05-09,2017-06-09,432.99,AO RETAIL LIMITED,.,432.99,GBP,1.0
2017-08-09,2017-11-09,255.0,RAFFLES HOUSE,WEMBLEY,255.0,GBP,1.0
2017-12-09,2017-09-13,179.99,ARGOS RETAIL GROUP,INTERNET,179.99,GBP,1.0
2017-12-09,2017-09-13,68.0,PP ODYSSEYCARS,EDGWARE,68.0,GBP,1.0
2017-09-26,2017-09-27,30.0,LUL TICKET MACHINE,CAMDEN TOWN,30.0,GBP,1.0
2017-09-27,2017-09-29,-284.0,IKEA ONLINE,SHOP ONLINE,-284.0,GBP,1.0
2017-09-29,2017-02-10,134.42,WWW.ARGOS.CO.UK,INTERNET,134.42,GBP,1.0
2017-09-29,2017-02-10,349.18,WWW.ARGOS.CO.UK,INTERNET,349.18,GBP,1.0
2017-09-29,2017-02-10,-147.96,WWW.ARGOS.CO.UK,INTERNET,-147.96,GBP,1.0
2017-09-29,2017-02-10,147.96,WWW.ARGOS.CO.UK,INTERNET,147.96,GBP,1.0
2017-02-10,2017-03-10,258.62,ARGOS LTD,NORTH FINCHLE,258.62,GBP,1.0
2017-07-09,2017-08-09,265.0,J SIMPSON WASTE MANAGE,LONDON,265.0,GBP,1.0
2017-09-15,2017-09-18,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-09-24,2017-09-25,40.0,OYSTER BUS AUTOTOP,0343 2221234,40.0,GBP,1.0
2017-05-09,2017-06-09,9.48,AMAZON UK MARKETPLACE,800-279-6620,9.48,GBP,1.0
2017-05-09,2017-06-09,7.18,AMAZON UK MARKETPLACE,800-279-6620,7.18,GBP,1.0
2017-05-09,2017-06-09,4.98,AMAZON UK MARKETPLACE,800-279-6620,4.98,GBP,1.0
2017-06-09,2017-07-09,14.98,AMAZON UK MARKETPLACE,800-279-6620,14.98,GBP,1.0
2017-07-09,2017-08-09,387.85,ET-FOUNDATION.COUK,0203 7408280,387.85,GBP,1.0
2017-07-09,2017-08-09,105.7,WWW.ET-FOUNDATION,0203 7408280,105.7,GBP,1.0
2017-08-09,2017-11-09,120.0,HTTP://SHOP.ICAN.ORG.U,02078432552,120.0,GBP,1.0
2017-08-09,2017-11-09,54.32,AMAZON UK MARKETPLACE,800-279-6620,54.32,GBP,1.0
2017-08-09,2017-11-09,3.78,AMAZON UK MARKETPLACE,800-279-6620,3.78,GBP,1.0
2017-08-09,2017-11-09,2.95,AMAZON UK MARKETPLACE,800-279-6620,2.95,GBP,1.0
2017-08-09,2017-11-09,6.78,AMAZON UK MARKETPLACE,800-279-6620,6.78,GBP,1.0
2017-08-09,2017-11-09,19.0,SAINSBURYS 0124,NEW BARNET,19.0,GBP,1.0
2017-08-09,2017-11-09,15.99,AMAZON EU,AMAZON.CO.UK,15.99,GBP,1.0
2017-09-15,2017-09-18,-2.85,WWW.ET-FOUNDATION,0203 7408280,-2.85,GBP,1.0
2017-12-09,2017-09-13,30.0,LBBARNET PAYENET,LONDON,30.0,GBP,1.0
2017-01-09,2017-04-09,25.0,SECUREBASE LTD,LONDON,25.0,GBP,1.0
2017-01-09,2017-04-09,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-07-09,2017-08-09,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-08-09,2017-11-09,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-14,2017-09-15,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-18,2017-09-19,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-21,2017-09-22,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-21,2017-09-22,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-24,2017-09-25,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-28,2017-09-29,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-05-09,2017-06-09,3.5,BARTLETTS KEY SERVICES,LONDON,3.5,GBP,1.0
2017-09-17,2017-09-18,5.98,ARGOS LTD,LONDON  4163,5.98,GBP,1.0
2017-09-22,2017-09-25,4.99,VARGAIL DIY LTD,LONDON  NW2,4.99,GBP,1.0
2017-06-09,2017-07-09,237.5,COLLEGE OF NTHWEST,LONDON NW6,237.5,GBP,1.0
2017-06-09,2017-07-09,29.66,ARGOS RETAIL GROUP,INTERNET,29.66,GBP,1.0
2017-05-09,2017-07-09,-7.49,ARGOS RETAIL GROUP,INTERNET,-7.49,GBP,1.0
2017-09-19,2017-09-20,95.57,COMPARE THE MAN AND VA,447403843165,95.57,GBP,1.0
2017-09-27,2017-09-28,58.68,BARNET ELECT,LONDON,58.68,GBP,1.0
2017-09-27,2017-09-28,219.93,WWW.ARGOS.CO.UK,INTERNET,219.93,GBP,1.0
2017-09-27,2017-09-28,49.99,WWW.ARGOS.CO.UK,INTERNET,49.99,GBP,1.0
2017-09-26,2017-09-27,31.3,STAGECOACH SERVICE,STOCKPORT,31.3,GBP,1.0
2017-09-28,2017-09-29,49.92,WWW.ARGOS.CO.UK,INTERNET,49.92,GBP,1.0
2017-04-09,2017-05-09,89.89,BAKER ROSS LTD,LONDON,89.89,GBP,1.0
2017-09-18,2017-09-19,378.0,WWW.JOHNLEWIS.COM,03456 049 049,378.0,GBP,1.0
2017-06-09,2017-07-09,72.5,IPS DURHAM CONTACT CTR,DURHAM,72.5,GBP,1.0
2017-06-09,2017-07-09,652.0,MAGSUBCRIPTIONS COM,LONDON,652.0,GBP,1.0
2017-09-23,2017-09-26,17.0,CREATESEND/COM,SYDNEY,17.0,GBP,1.0
2017-09-29,2017-02-10,508.63,TENDRING DC,CLACTON-ON-SE,508.63,GBP,1.0
2017-01-10,2017-02-10,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-13,2017-09-14,89.99,WAYFAIR STORES LIM,GALWAY,89.99,GBP,1.0
2017-09-16,2017-09-18,46.89,AMAZON UK MARKETPLACE,800-279-6620,46.89,GBP,1.0
2017-09-28,2017-09-29,86.62,WAYFAIR STORES LIM,GALWAY,86.62,GBP,1.0
2017-01-09,2017-04-09,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-16,2017-09-18,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-21,2017-09-22,15.96,BEST FOR YOU UK LI,LONDON  N3,15.96,GBP,1.0
2017-09-21,2017-09-22,15.94,SAINSBURYS LOC (4435),FINCHLEY,15.94,GBP,1.0
2017-09-21,2017-09-22,20.0,OYSTER BUS AUTOTOP,0343 2221234,20.0,GBP,1.0
2017-09-22,2017-09-25,22.15,SAINSBURYS SACAT 4435,FINCHLEY,22.15,GBP,1.0
2017-09-22,2017-09-25,15.1,TESCO STORE 2544,FINCHLEY,15.1,GBP,1.0
2017-09-25,2017-09-26,11.98,BEST FOR YOU UK LI,LONDON  N3,11.98,GBP,1.0
2017-09-26,2017-09-27,10.0,SAINSBURYS SACAT 0513,NORTH FINCHLE,10.0,GBP,1.0
2017-09-27,2017-09-28,20.0,OYSTER AUTOTOPUP,0343 2221234,20.0,GBP,1.0
2017-09-29,2017-02-10,6.6,SAINSBURYS SACAT 4435,FINCHLEY,6.6,GBP,1.0
2017-01-09,2017-04-09,14.87,MCDONALDS,LONDON  NW10,14.87,GBP,1.0
2017-01-09,2017-04-09,4.69,MCDONALDS,LONDON  NW10,4.69,GBP,1.0
2017-05-09,2017-06-09,1.3,L B BARNET PARKING,LONDON,1.3,GBP,1.0
2017-10-09,2017-11-09,10.0,LUL TICKET MACHINE,BOUNDS GREEN,10.0,GBP,1.0
2017-08-09,2017-11-09,34.47,VUE BSL LTD,NTH FINCHLEY,34.47,GBP,1.0
2017-08-09,2017-11-09,9.05,CO-OP GROUP 180240,WOODHOUSE ROA,9.05,GBP,1.0
2017-11-09,2017-12-09,37.07,PHOTOBOX LIMITED,SARTROUVILLE,37.07,GBP,1.0
2017-11-09,2017-12-09,0.65,L B BARNET PARKING,LONDON,0.65,GBP,1.0
2017-09-14,2017-09-15,1.99,CO-OP GROUP FOOD,104320,1.99,GBP,1.0
2017-09-14,2017-09-15,23.29,TESCO STORE 2296,COLNEY HATCH,23.29,GBP,1.0
2017-09-17,2017-09-18,32.0,TESCO STORES 2296,COLNEY HATCH,32.0,GBP,1.0
2017-09-17,2017-09-18,55.98,SPORTSDIRECT 163,08443325163,55.98,GBP,1.0
2017-09-16,2017-09-18,43.15,FIVE GUYS,LONDON,43.15,GBP,1.0
2017-09-16,2017-09-18,7.31,CO-OP GROUP 180240,WOODHOUSE ROA,7.31,GBP,1.0
2017-09-13,2017-09-14,12.98,AMAZON EU,AMAZON.CO.UK,12.98,GBP,1.0
2017-09-13,2017-09-14,16.54,AMAZON.CO.UK,AMAZON.CO.UK,16.54,GBP,1.0
2017-09-14,2017-09-18,122.95,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,122.95,GBP,1.0
2017-09-20,2017-09-21,226.8,BRITISH RED CROSS,PAISLEY,226.8,GBP,1.0
2017-09-14,2017-09-15,1914.0,WWW.NATIONALGRID.C,07973 442434,1914.0,GBP,1.0
2017-09-20,2017-09-21,9.0,AMAZON EU,AMAZON.CO.UK,9.0,GBP,1.0
2017-09-20,2017-09-21,132.6,WWW.CIPS.ORG,0845 8801188,132.6,GBP,1.0
2017-09-23,2017-09-25,30.2,AMAZON EU,AMAZON.CO.UK,30.2,GBP,1.0
2017-09-26,2017-09-27,99.99,AMAZON UK MARKETPLACE,800-279-6620,99.99,GBP,1.0
2017-09-27,2017-09-28,17.99,123 REG R/T,08712309525,17.99,GBP,1.0
2017-09-29,2017-02-10,226.0,HMCOURTS-SERVICE.G,0845940111,226.0,GBP,1.0
2017-02-09,2017-04-09,217.81,TESCO STORES 6440,LONDON EN8,217.81,GBP,1.0
2017-06-09,2017-07-09,5.0,LUL TICKET MACHINE,HATTON CROSS,5.0,GBP,1.0
2017-06-09,2017-07-09,5.0,LUL TICKET MACHINE,HATTON CROSS,5.0,GBP,1.0
2017-09-20,2017-09-21,20.0,GIFFGAFF.COM,ONLINE STORE,20.0,GBP,1.0
2017-09-19,2017-09-20,9.25,GRO HM PASSPORT OFFICE,SOUTHPORT,9.25,GBP,1.0
2017-09-20,2017-09-21,1620.0,WWW.LOCAL.GOV.UK,INTERNET,1620.0,GBP,1.0
2017-09-22,2017-09-25,5199.0,UKBA7628939389,CROYDON,5199.0,GBP,1.0
2017-10-24,2017-10-26,58.3,PRIMARK STORES LTD,WOOD GRN N22,58.3,GBP,1.0
2017-10-25,2017-10-26,31.42,TESCO STORE 2296,COLNEY HATCH,31.42,GBP,1.0
2017-09-10,2017-10-10,69.0,WWW.ISTOCK.COM,866-478-6251,69.0,GBP,1.0
2017-12-10,2017-10-13,12.99,DIGI-QUICK,BODMIN,12.99,GBP,1.0
2017-12-10,2017-10-13,183.06,JANSEN DISPLAY LTD,BEDFORDSHIRE,183.06,GBP,1.0
2017-10-14,2017-10-16,29.0,APPLE ONLINE STORE GBP,0845-600-1683,29.0,GBP,1.0
2017-10-17,2017-10-18,69.64,CAMPAIGNMONITOR,SYDNEY,89.0,USD,1.28
2017-10-19,2017-10-20,114.0,WWW.PRCA.ORG.UK,INTERNET,114.0,GBP,1.0
2017-10-21,2017-10-24,69.61,CAMPAIGNMONITOR,SYDNEY,89.0,USD,1.28
2017-10-24,2017-10-26,31.41,CAMPAIGNMONITOR,SYDNEY,40.0,USD,1.27
2017-10-31,2017-01-11,197.08,FACEBK WKF58DAP32,FB.ME/ADS,197.08,GBP,1.0
2017-10-31,2017-01-11,69.0,WWW.ISTOCK.COM,866-478-6251,69.0,GBP,1.0
2017-01-11,2017-02-11,177.0,ADOBE  CREATIVE CLOUD,800-028-9094,177.0,GBP,1.0
2017-02-11,2017-03-11,20.0,FACEBK 5DKU8D6M52,FB.ME/ADS,20.0,GBP,1.0
2017-04-10,2017-05-10,51.0,ROBIN NEWS,LONDON  N12,51.0,GBP,1.0
2017-09-10,2017-10-10,4.29,ARGOS LTD,NORTH FINCHLE,4.29,GBP,1.0
2017-09-10,2017-10-10,71.91,ARGOS LTD,NORTH FINCHLE,71.91,GBP,1.0
2017-12-10,2017-10-13,480.0,CRAZY DISCOUNTS,LONDON  N12,480.0,GBP,1.0
2017-10-24,2017-10-25,20.0,POST OFFICE COUNTER,LONDON,20.0,GBP,1.0
2017-10-25,2017-10-26,349.99,CURRYS ONLINE,HEMEL HEMPSTE,349.99,GBP,1.0
2017-01-11,2017-02-11,18.18,ARGOS RETAIL GROUP,INTERNET,18.18,GBP,1.0
2017-01-11,2017-02-11,29.97,WWW.DOMINOS.CO.UK,01908 580000,29.97,GBP,1.0
2017-01-11,2017-02-11,36.9,SHAKEN LIMITED,LONDON  N12,36.9,GBP,1.0
2017-09-10,2017-10-10,5.0,GIFFGAFF.COM,ONLINE STORE,5.0,GBP,1.0
2017-10-28,2017-10-30,5.0,GIFFGAFF.COM,ONLINE STORE,5.0,GBP,1.0
2017-04-10,2017-05-10,92.16,POTTERS BAR DARTS,POTTERS BAR,92.16,GBP,1.0
2017-04-10,2017-05-10,14.99,WATERSTONES,BARNET,14.99,GBP,1.0
2017-10-10,2017-11-10,294.0,BRITISH CHAUFFEURS,SUTTON,294.0,GBP,1.0
2017-01-11,2017-03-11,65.0,TFL PENALTY CHARGE,0343 222 3333,65.0,GBP,1.0
2017-02-11,2017-03-11,294.0,BRITISH CHAUFFEURS,SUTTON,294.0,GBP,1.0
2017-10-18,2017-10-19,100.0,EB  NAIRO ANNUAL CONFE,801-413-7200,100.0,GBP,1.0
2017-10-19,2017-10-20,106.0,HM PASSPORT,LONDON,106.0,GBP,1.0
2017-10-25,2017-10-26,14.49,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,14.49,GBP,1.0
2017-10-26,2017-10-30,40.79,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,40.79,GBP,1.0
2017-10-31,2017-01-11,26.6,PARTRIDGE & PRINT,WELLINGBOROUG,26.6,GBP,1.0
2017-10-24,2017-10-25,80.0,FLIP OUT BRENT CRO,LONDON,80.0,GBP,1.0
2017-02-11,2017-03-11,185.2,PARTRIDGE & PRINT,WELLINGBOROUG,185.2,GBP,1.0
2017-03-10,2017-04-10,8.61,MILK@MORE ONLINE,INTERNET,8.61,GBP,1.0
2017-03-10,2017-04-10,72.5,PAYPAL  KIDPREMIERS,35314369001,72.5,GBP,1.0
2017-03-10,2017-04-10,93.58,UKOFFICEDIRECT.CO.,0800 652 6060,93.58,GBP,1.0
2017-04-10,2017-05-10,0.99,ASDA SUPERSTORE,WATFORD,0.99,GBP,1.0
2017-09-10,2017-10-10,7.05,MILK@MORE ONLINE,INTERNET,7.05,GBP,1.0
2017-10-10,2017-11-10,300.0,HERTFORDSHIRE COUNTY C,HERTFORD,300.0,GBP,1.0
2017-12-10,2017-10-13,128.16,ANYLAMP,LIESHOUT,128.16,GBP,1.0
2017-12-10,2017-10-13,23.99,AMAZON UK MARKETPLACE,800-279-6620,23.99,GBP,1.0
2017-12-10,2017-10-13,11.48,AMAZON EU,AMAZON.CO.UK,11.48,GBP,1.0
2017-12-10,2017-10-13,9.0,STATIONERY OFFICE BOOK,LONDON SW8,9.0,GBP,1.0
2017-10-13,2017-10-16,395.0,HERTFORDSHIRE COUNTY C,HERTFORD,395.0,GBP,1.0
2017-10-17,2017-10-18,21.86,ASDA SUPERSTORE,WATFORD,21.86,GBP,1.0
2017-10-19,2017-10-23,36.4,COOL MILK AT SCHOOL-MO,LINCOLN,36.4,GBP,1.0
2017-10-19,2017-10-23,169.0,COOL MILK AT SCHOOL-MO,LINCOLN,169.0,GBP,1.0
2017-10-19,2017-10-23,40.3,COOL MILK AT SCHOOL-MO,LINCOLN,40.3,GBP,1.0
2017-10-20,2017-10-23,35.97,THE BOOK PEOPLE,GODALMING,35.97,GBP,1.0
2017-10-20,2017-10-23,97.4,BT PAY BY PHONE,DURHAM,97.4,GBP,1.0
2017-10-24,2017-10-25,21.91,AMAZON UK MARKETPLACE,800-279-6620,21.91,GBP,1.0
2017-10-24,2017-10-25,20.0,AMAZON UK MARKETPLACE,800-279-6620,20.0,GBP,1.0
2017-10-24,2017-10-25,9.4,MILK@MORE ONLINE,INTERNET,9.4,GBP,1.0
2017-10-25,2017-10-26,6.4,SAINSBURYS SACAT 0637,HENDON,6.4,GBP,1.0
2017-10-27,2017-10-30,4.5,ASDA SUPERSTORE,WATFORD,4.5,GBP,1.0
2017-10-30,2017-10-31,70.23,SAINSBURYS TO YOU 0637,HENDON,70.23,GBP,1.0
2017-10-31,2017-01-11,12.0,ASDA SUPERSTORE,WATFORD,12.0,GBP,1.0
2017-10-31,2017-01-11,0.6,SAINSBURYS SACAT 0637,HENDON,0.6,GBP,1.0
2017-09-10,2017-10-10,156.0,THE READING AGENCY,LONDON,156.0,GBP,1.0
2017-10-18,2017-10-19,29.98,WWW.MAPLIN.CO.UK,WATH-UPON-DEA,29.98,GBP,1.0
2017-10-16,2017-10-17,36.38,ASDA SUPERSTORE,S'GATE CIRCUS,36.38,GBP,1.0
2017-10-16,2017-10-17,23.24,MCDONALDS,LONDON  N11,23.24,GBP,1.0
2017-10-17,2017-10-18,33.97,TESCO STORE 2296,COLNEY HATCH,33.97,GBP,1.0
2017-10-18,2017-10-19,32.25,SAINSBURYS SACAT 4952,LONDON N11,32.25,GBP,1.0
2017-10-23,2017-10-24,50.52,TESCO STORES 6412,WHETSTONE,50.52,GBP,1.0
2017-10-31,2017-01-11,12.04,TESCO STORES 6412,WHETSTONE,12.04,GBP,1.0
2017-10-31,2017-01-11,19.98,COOPERS OF BARNET,BARNET,19.98,GBP,1.0
2017-03-10,2017-04-10,47.97,TESCO STORE 2122,BRENT PARK,47.97,GBP,1.0
2017-03-10,2017-04-10,-0.8,TESCO STORE 2122,BRENT PARK,-0.8,GBP,1.0
2017-10-10,2017-11-10,79.8,TESCO STORE 2122,BRENT PARK,79.8,GBP,1.0
2017-11-10,2017-12-10,19.16,SAVERS HEALTH & BEAUTY,GREATER LONDO,19.16,GBP,1.0
2017-10-17,2017-10-18,79.99,ZARA BRENT CROSS,LONDON,79.99,GBP,1.0
2017-10-17,2017-10-18,20.0,NANDOS,BRENT CROSS,20.0,GBP,1.0
2017-10-23,2017-10-24,17.65,CARD & PARTY ZONE,LOUGHTON,17.65,GBP,1.0
2017-10-23,2017-10-24,49.05,TESCO STORE 2296,COLNEY HATCH,49.05,GBP,1.0
2017-10-25,2017-10-26,3.72,CARD FACTORY,WALTHAM CROSS,3.72,GBP,1.0
2017-10-25,2017-10-26,6.0,POUNDLAND LTD 1278,WALTHAM CROSS,6.0,GBP,1.0
2017-10-25,2017-10-26,7.0,SAINSBURYS SACAT 0769,WALTHAM CROSS,7.0,GBP,1.0
2017-03-10,2017-04-10,104.72,WICKES,LONDON,104.72,GBP,1.0
2017-04-10,2017-05-10,95.46,WICKES,LONDON,95.46,GBP,1.0
2017-10-19,2017-10-20,104.56,HOMEBASE LTD 024,LONDON  N11,104.56,GBP,1.0
2017-10-19,2017-10-20,-28.49,HOMEBASE LTD 024,LONDON  N11,-28.49,GBP,1.0
2017-10-21,2017-10-23,63.49,WICKES,LONDON,63.49,GBP,1.0
2017-10-21,2017-10-23,81.25,WICKES,LONDON,81.25,GBP,1.0
2017-10-22,2017-10-23,28.49,HOMEBASE LTD 024,LONDON  N11,28.49,GBP,1.0
2017-10-25,2017-10-26,39.92,BUILDER DEPOT - NEW SO,LONDON  N11,39.92,GBP,1.0
